0_s_1_ang,10,303
1000_s_1_hap,9,286
1001_s_1_hap,17,377
1002_s_1_hap,20,393
1003_s_1_hap,17,620
1004_s_1_hap,13,338
1005_s_1_hap,8,309
1006_s_1_hap,9,268
1007_s_1_hap,6,315
1008_s_1_exc,20,625
1009_s_1_hap,10,314
100_s_1_ang,23,440
1010_s_1_hap,20,475
1011_s_1_hap,18,469
1012_s_1_hap,9,277
1013_s_1_hap,9,288
1014_s_1_hap,7,275
1015_s_1_exc,11,484
1016_s_1_hap,8,245
1017_s_1_hap,7,256
1018_s_1_hap,4,133
1019_s_1_hap,6,182
101_s_1_ang,15,290
1020_s_1_hap,28,565
1021_s_1_sad,10,231
1022_s_1_hap,15,605
1023_s_1_hap,18,368
1024_s_1_hap,16,635
1025_s_1_hap,9,273
1026_s_1_hap,8,259
1027_s_1_exc,49,1430
1028_s_1_exc,8,337
1029_s_1_hap,16,362
102_s_1_ang,22,584
1030_s_1_hap,29,891
1031_s_1_hap,13,330
1032_s_1_exc,36,939
1033_s_1_hap,12,433
1034_s_1_hap,4,285
1035_s_1_hap,9,244
1036_s_1_neu,8,229
1037_s_1_neu,7,243
1038_s_1_ang,16,375
1039_s_1_ang,9,276
103_s_1_neu,12,391
1040_s_1_ang,22,601
1041_s_1_ang,5,178
1042_s_1_ang,32,714
1043_s_1_ang,10,307
1044_s_1_ang,9,220
1045_s_1_ang,18,375
1046_s_1_ang,9,245
1047_s_1_ang,21,610
1048_s_1_ang,5,200
1049_s_1_ang,18,351
104_s_1_neu,4,167
1050_s_1_ang,4,122
1051_s_1_ang,8,253
1052_s_1_ang,9,283
1053_s_1_ang,16,501
1054_s_1_ang,6,166
1055_s_1_ang,10,259
1056_s_1_ang,21,517
1057_s_1_ang,38,938
1058_s_1_ang,16,489
1059_s_1_ang,65,1892
105_s_1_neu,12,326
1060_s_1_neu,11,336
1061_s_1_neu,16,620
1062_s_1_neu,9,278
1063_s_1_ang,30,652
1064_s_1_ang,23,514
1065_s_1_ang,20,565
1066_s_1_ang,14,374
1067_s_1_ang,17,392
1068_s_1_ang,30,666
1069_s_1_ang,11,282
106_s_1_neu,5,180
1070_s_1_ang,32,922
1071_s_1_ang,48,1246
1072_s_1_ang,13,335
1073_s_1_ang,20,582
1074_s_1_ang,11,255
1075_s_1_ang,11,316
1076_s_1_ang,9,299
1077_s_1_ang,12,384
1078_s_1_ang,6,355
1079_s_1_ang,8,208
107_s_1_neu,24,464
1080_s_1_ang,8,216
1081_s_1_ang,25,758
1082_s_1_ang,9,229
1083_s_1_ang,7,172
1084_s_1_ang,48,1425
1085_s_2_neu,23,424
1086_s_2_ang,26,570
1087_s_2_ang,24,521
1088_s_2_ang,17,420
1089_s_2_ang,53,1021
108_s_1_neu,11,334
1090_s_2_neu,4,143
1091_s_2_neu,23,610
1092_s_2_neu,13,269
1093_s_2_neu,5,146
1094_s_2_ang,23,509
1095_s_2_ang,8,232
1096_s_2_sad,11,300
1097_s_2_sad,18,602
1098_s_2_sad,30,728
1099_s_2_sad,8,259
109_s_1_neu,18,303
10_s_1_ang,41,1021
1100_s_2_sad,38,1217
1101_s_2_sad,8,311
1102_s_2_sad,28,683
1103_s_2_sad,30,1194
1104_s_2_sad,40,1120
1105_s_2_sad,10,405
1106_s_2_sad,28,781
1107_s_2_sad,25,823
1108_s_2_sad,20,628
1109_s_2_sad,14,1311
110_s_1_neu,5,119
1110_s_2_sad,47,1349
1111_s_2_sad,5,192
1112_s_2_exc,25,404
1113_s_2_exc,15,212
1114_s_2_exc,7,200
1115_s_2_exc,57,1208
1116_s_2_exc,20,420
1117_s_2_exc,8,142
1118_s_2_exc,31,633
1119_s_2_exc,23,457
111_s_1_neu,4,112
1120_s_2_hap,36,621
1121_s_2_hap,34,588
1122_s_2_hap,36,642
1123_s_2_hap,48,702
1124_s_2_hap,30,713
1125_s_2_exc,39,1108
1126_s_2_hap,10,273
1127_s_2_exc,29,644
1128_s_2_hap,9,186
1129_s_2_hap,29,343
112_s_1_neu,24,267
1130_s_2_exc,49,846
1131_s_2_hap,12,359
1132_s_2_hap,12,391
1133_s_2_neu,6,343
1134_s_2_hap,17,570
1135_s_2_exc,13,261
1136_s_2_hap,26,480
1137_s_2_hap,17,317
1138_s_2_hap,12,335
1139_s_2_exc,21,509
113_s_1_neu,4,175
1140_s_2_neu,22,608
1141_s_2_neu,9,144
1142_s_2_neu,14,407
1143_s_2_neu,20,279
1144_s_2_neu,7,145
1145_s_2_neu,15,386
1146_s_2_hap,44,859
1147_s_2_hap,22,627
1148_s_2_hap,18,349
1149_s_2_hap,38,966
114_s_1_neu,18,380
1150_s_2_exc,21,425
1151_s_2_exc,17,506
1153_s_2_sad,7,230
1155_s_2_neu,24,436
1156_s_2_neu,37,629
1157_s_2_neu,16,340
1158_s_2_neu,63,1296
1159_s_2_neu,38,761
115_s_1_neu,11,234
1160_s_2_neu,27,766
1161_s_2_neu,38,683
1162_s_2_neu,28,485
1163_s_2_neu,18,573
1164_s_2_neu,54,920
1167_s_2_neu,64,1315
1168_s_2_neu,52,1277
116_s_1_neu,12,340
1171_s_2_neu,42,932
1172_s_2_neu,24,535
1173_s_2_neu,18,365
1174_s_2_neu,32,729
1175_s_2_neu,5,146
1176_s_2_ang,38,839
1177_s_2_ang,15,296
1178_s_2_ang,27,606
1179_s_2_neu,20,463
117_s_1_neu,30,766
1180_s_2_neu,21,858
1181_s_2_neu,23,653
1182_s_2_neu,32,735
1183_s_2_neu,21,725
1184_s_2_neu,16,439
1185_s_2_neu,34,1002
1186_s_2_neu,25,686
1187_s_2_neu,41,798
1188_s_2_neu,21,401
1189_s_2_neu,26,714
118_s_1_neu,44,690
1190_s_2_neu,25,765
1191_s_2_neu,67,1665
1192_s_2_neu,18,402
1193_s_2_neu,26,705
1194_s_2_neu,7,188
1195_s_2_neu,49,1185
1196_s_2_neu,7,337
1197_s_2_neu,14,177
1198_s_2_neu,57,1450
1199_s_2_neu,65,1790
119_s_1_neu,14,298
11_s_1_neu,13,503
1200_s_2_neu,30,568
1201_s_2_sad,8,509
1202_s_2_sad,11,271
1203_s_2_sad,25,674
1207_s_2_sad,18,606
1208_s_2_sad,22,679
1209_s_2_sad,21,822
120_s_1_neu,14,281
1210_s_2_sad,9,211
1211_s_2_sad,10,333
1212_s_2_sad,8,216
1213_s_2_sad,14,309
1214_s_2_sad,13,601
1215_s_2_sad,4,124
1216_s_2_neu,9,228
1217_s_2_neu,8,487
1218_s_2_neu,10,256
121_s_1_neu,15,606
1220_s_2_neu,20,719
1221_s_2_neu,30,676
1223_s_2_neu,35,938
1224_s_2_neu,10,535
1225_s_2_neu,41,1070
1226_s_2_neu,22,630
1227_s_2_neu,34,860
1228_s_2_neu,20,566
1229_s_2_neu,45,1453
122_s_1_neu,4,131
1230_s_2_neu,15,223
1231_s_2_neu,22,810
1232_s_2_neu,10,215
1233_s_2_neu,35,814
1234_s_2_neu,56,1414
1235_s_2_neu,24,498
1236_s_2_exc,11,227
1237_s_2_exc,16,247
1238_s_2_exc,35,580
1239_s_2_exc,4,120
123_s_1_neu,11,192
1240_s_2_exc,7,110
1241_s_2_exc,9,190
1242_s_2_exc,43,615
1243_s_2_exc,39,772
1244_s_2_exc,23,426
1245_s_2_exc,29,517
1246_s_2_exc,37,812
1247_s_2_exc,29,525
1248_s_2_exc,9,330
1249_s_2_exc,33,626
124_s_1_neu,43,973
1250_s_2_exc,24,395
1251_s_2_exc,16,244
1252_s_2_exc,41,694
1253_s_2_exc,57,1133
1254_s_2_exc,54,934
1255_s_2_exc,19,259
1256_s_2_exc,29,751
1257_s_2_exc,72,1133
1258_s_2_exc,12,169
1259_s_2_exc,15,218
125_s_1_neu,7,230
1260_s_2_exc,34,764
1261_s_2_exc,36,612
1262_s_2_exc,8,130
1263_s_2_exc,18,401
1264_s_2_exc,7,107
1267_s_2_exc,12,191
1268_s_2_exc,26,443
1269_s_2_exc,33,625
126_s_1_neu,17,459
1270_s_2_exc,17,366
1271_s_2_exc,11,224
1272_s_2_exc,4,164
1273_s_2_neu,9,273
1274_s_2_exc,11,291
1275_s_2_exc,7,183
1276_s_2_exc,10,166
1277_s_2_exc,7,142
1278_s_2_exc,30,546
1279_s_2_exc,12,289
127_s_1_neu,8,219
1280_s_2_exc,4,122
1281_s_2_exc,3,132
1282_s_2_exc,5,114
1283_s_2_exc,7,312
1284_s_2_exc,8,185
1285_s_2_neu,4,110
1286_s_2_exc,27,556
1288_s_2_hap,14,221
1289_s_2_exc,5,137
128_s_1_neu,12,320
1290_s_2_exc,13,169
1291_s_2_exc,30,813
1292_s_2_exc,16,508
1293_s_2_exc,16,282
1294_s_2_neu,27,429
1295_s_2_neu,7,171
1296_s_2_neu,15,474
1297_s_2_neu,20,347
1298_s_2_neu,36,728
1299_s_2_neu,29,811
129_s_1_neu,10,240
12_s_1_neu,13,280
1300_s_2_neu,36,648
1301_s_2_neu,7,110
1302_s_2_neu,30,490
1303_s_2_neu,22,424
1304_s_2_neu,55,1273
1305_s_2_neu,6,236
1306_s_2_neu,51,1287
1307_s_2_neu,33,860
1308_s_2_neu,4,140
1309_s_2_neu,4,149
130_s_1_neu,12,266
1310_s_2_neu,9,308
1311_s_2_neu,20,295
1312_s_2_neu,21,383
1313_s_2_neu,46,995
1314_s_2_neu,17,239
1315_s_2_neu,37,837
1316_s_2_neu,57,1111
1317_s_2_neu,49,1005
1318_s_2_neu,21,525
1319_s_2_neu,26,573
131_s_1_neu,7,124
1320_s_2_neu,21,515
1321_s_2_neu,5,143
1322_s_2_neu,4,110
1323_s_2_neu,29,558
1324_s_2_neu,11,186
1325_s_2_neu,58,919
1326_s_2_neu,6,168
1327_s_2_neu,23,629
1328_s_2_neu,19,439
1329_s_2_neu,12,156
132_s_1_neu,10,286
1330_s_2_neu,14,236
1331_s_2_neu,13,456
1332_s_2_neu,28,611
1333_s_2_neu,23,536
1334_s_2_neu,18,298
1335_s_2_neu,4,130
1336_s_2_sad,8,199
1337_s_2_sad,6,276
1338_s_2_sad,12,231
1339_s_2_sad,14,413
133_s_1_neu,12,272
1340_s_2_neu,12,244
1341_s_2_ang,21,358
1342_s_2_neu,8,194
1343_s_2_neu,17,271
1344_s_2_neu,13,307
1345_s_2_neu,24,440
1346_s_2_sad,14,291
1347_s_2_ang,6,169
1348_s_2_ang,14,252
1349_s_2_ang,7,217
134_s_1_ang,6,212
1350_s_2_ang,13,334
1352_s_2_ang,49,1145
1353_s_2_ang,26,509
1354_s_2_neu,11,247
1355_s_2_ang,12,279
1356_s_2_ang,9,202
1357_s_2_ang,7,138
1358_s_2_sad,57,1296
1359_s_2_neu,6,158
135_s_1_ang,25,732
1360_s_2_ang,23,327
1361_s_2_ang,13,345
1362_s_2_ang,37,747
1363_s_2_neu,9,251
1366_s_2_ang,10,215
1367_s_2_ang,27,524
1368_s_2_ang,36,722
1369_s_2_neu,13,313
136_s_1_ang,7,166
1370_s_2_neu,30,558
1371_s_2_neu,13,228
1372_s_2_neu,7,172
1373_s_2_neu,7,189
1374_s_2_neu,9,194
1375_s_2_neu,11,235
1376_s_2_ang,12,250
1377_s_2_ang,12,232
1378_s_2_ang,20,446
1379_s_2_sad,14,258
137_s_1_ang,26,512
1380_s_2_hap,10,275
1381_s_2_hap,9,242
1382_s_2_hap,6,188
1383_s_2_hap,34,860
1384_s_2_sad,23,909
1385_s_2_sad,8,219
1386_s_2_sad,9,195
1387_s_2_sad,6,142
1388_s_2_sad,5,170
1389_s_2_sad,7,177
138_s_1_ang,12,338
1390_s_2_sad,8,226
1391_s_2_hap,10,237
1392_s_2_neu,9,165
1393_s_2_exc,44,953
1394_s_2_sad,9,312
1395_s_2_sad,18,457
1396_s_2_sad,10,233
1397_s_2_sad,26,715
1398_s_2_sad,8,215
1399_s_2_sad,6,157
139_s_1_ang,56,1549
13_s_1_neu,10,221
1400_s_2_sad,23,519
1401_s_2_sad,55,1414
1402_s_2_sad,33,899
1403_s_2_sad,42,1371
1404_s_2_sad,43,1165
1405_s_2_sad,47,1531
1406_s_2_sad,57,1732
1407_s_2_sad,53,1174
1408_s_2_sad,37,990
1409_s_2_neu,5,118
140_s_1_ang,17,391
1410_s_2_neu,4,128
1411_s_2_neu,12,222
1412_s_2_neu,5,149
1413_s_2_exc,16,360
1414_s_2_exc,25,413
1415_s_2_exc,34,611
1416_s_2_exc,6,109
1417_s_2_exc,19,525
1418_s_2_exc,26,474
1419_s_2_exc,41,822
141_s_1_ang,33,936
1420_s_2_neu,7,149
1421_s_2_neu,27,703
1422_s_2_neu,31,475
1423_s_2_neu,26,555
1424_s_2_exc,22,558
1425_s_2_exc,32,535
1427_s_2_neu,8,143
1428_s_2_neu,4,89
1429_s_2_neu,8,150
142_s_1_ang,10,239
1430_s_2_neu,37,676
1431_s_2_exc,38,696
1432_s_2_exc,41,933
1433_s_2_exc,18,296
1434_s_2_exc,41,840
1435_s_2_neu,27,450
1436_s_2_neu,10,165
1437_s_2_exc,16,445
1438_s_2_exc,44,812
1439_s_2_exc,50,1437
143_s_1_ang,25,537
1440_s_2_exc,44,996
1441_s_2_exc,30,847
1442_s_2_exc,23,443
1443_s_2_neu,10,192
1444_s_2_neu,7,149
1445_s_2_neu,5,139
1446_s_2_ang,37,744
1447_s_2_ang,17,450
1448_s_2_ang,48,1355
1449_s_2_sad,28,603
144_s_1_ang,23,443
1450_s_2_sad,39,1002
1451_s_2_sad,35,953
1452_s_2_sad,31,883
1453_s_2_sad,17,455
1454_s_2_sad,20,528
1456_s_2_sad,4,98
1457_s_2_sad,4,87
1458_s_2_sad,17,502
1459_s_2_sad,15,334
145_s_1_ang,17,476
1460_s_2_sad,34,1535
1461_s_2_sad,8,162
1462_s_2_sad,32,812
1463_s_2_hap,10,289
1464_s_2_hap,11,390
1465_s_2_hap,21,885
1466_s_2_sad,9,233
1468_s_2_exc,10,209
1469_s_2_neu,7,131
146_s_1_ang,16,338
1470_s_2_neu,15,409
1471_s_2_neu,18,242
1472_s_2_neu,25,683
1473_s_2_neu,46,1017
1474_s_2_neu,14,241
1476_s_2_neu,15,329
1477_s_2_neu,30,471
1478_s_2_neu,25,606
1479_s_2_neu,12,182
147_s_1_ang,8,192
1480_s_2_neu,50,904
1481_s_2_neu,32,482
1482_s_2_neu,20,542
1483_s_2_neu,11,198
1484_s_2_neu,7,175
1485_s_2_ang,46,1076
1486_s_2_sad,68,1554
1488_s_2_neu,4,109
1489_s_2_sad,8,196
148_s_1_ang,4,138
1490_s_2_sad,10,213
1491_s_2_sad,11,287
1492_s_2_sad,21,533
1493_s_2_hap,34,575
1494_s_2_hap,10,193
1496_s_2_hap,16,461
1498_s_2_exc,12,405
1499_s_2_hap,8,227
149_s_1_ang,13,311
14_s_1_ang,21,659
1500_s_2_hap,17,385
1501_s_2_hap,14,365
1502_s_2_hap,16,367
1503_s_2_hap,8,235
1504_s_2_neu,6,125
1505_s_2_neu,16,301
1506_s_2_neu,18,533
1507_s_2_neu,14,323
1508_s_2_neu,11,231
1509_s_2_neu,25,622
150_s_1_ang,7,148
1510_s_2_hap,12,245
1511_s_2_hap,11,223
1512_s_2_hap,33,762
1513_s_2_hap,6,203
1514_s_2_hap,21,477
1515_s_2_hap,35,566
1516_s_2_hap,10,291
1517_s_2_hap,15,425
1518_s_2_neu,12,296
1519_s_2_hap,22,730
151_s_1_ang,10,211
1520_s_2_exc,11,369
1521_s_2_neu,5,109
1522_s_2_neu,8,153
1523_s_2_neu,14,489
1524_s_2_neu,9,187
1525_s_2_neu,23,469
1526_s_2_neu,11,202
1527_s_2_neu,12,375
1528_s_2_neu,21,294
1529_s_2_neu,39,722
152_s_1_ang,23,395
1530_s_2_neu,16,349
1531_s_2_neu,16,278
1532_s_2_neu,5,136
1533_s_2_neu,15,351
1534_s_2_neu,11,223
1535_s_2_exc,12,328
1536_s_2_exc,29,549
1537_s_2_neu,11,274
1538_s_2_exc,54,1395
1539_s_2_exc,25,440
153_s_1_ang,13,331
1540_s_2_neu,56,1067
1541_s_2_neu,12,267
1542_s_2_neu,24,485
1543_s_2_neu,9,209
1544_s_2_neu,22,553
1545_s_2_neu,10,222
1546_s_2_exc,11,262
1547_s_2_neu,9,224
1548_s_2_neu,19,478
1549_s_2_neu,25,450
154_s_1_neu,9,158
1550_s_2_neu,18,412
1551_s_2_neu,12,279
1552_s_2_ang,8,208
1553_s_2_ang,4,114
1554_s_2_exc,22,526
1555_s_2_ang,7,210
1556_s_2_ang,11,204
1557_s_2_ang,8,186
1558_s_2_ang,5,184
1559_s_2_ang,4,149
155_s_1_hap,7,123
1560_s_2_ang,9,227
1561_s_2_ang,17,463
1562_s_2_ang,15,406
1563_s_2_ang,14,241
1564_s_2_ang,25,553
1565_s_2_ang,35,633
1566_s_2_ang,22,414
1567_s_2_ang,8,196
1568_s_2_ang,26,458
1569_s_2_ang,53,1087
156_s_1_hap,5,111
1570_s_2_neu,19,366
1571_s_2_neu,16,304
1572_s_2_ang,6,117
1573_s_2_ang,8,209
1574_s_2_neu,18,415
1575_s_2_neu,15,344
1576_s_2_ang,24,484
1577_s_2_ang,10,231
1578_s_2_ang,24,422
1579_s_2_ang,9,211
157_s_1_neu,4,148
1580_s_2_ang,13,271
1581_s_2_ang,6,125
1582_s_2_ang,8,219
1583_s_2_ang,29,683
1584_s_2_ang,9,199
1585_s_2_ang,6,149
1586_s_2_ang,8,193
1587_s_2_ang,11,179
1588_s_2_ang,15,285
1589_s_2_ang,23,415
158_s_1_neu,4,152
1590_s_2_neu,10,203
1591_s_2_neu,5,124
1592_s_2_neu,12,307
1593_s_2_neu,29,691
1594_s_2_neu,3,164
1595_s_2_neu,26,684
1596_s_2_neu,21,521
1597_s_2_neu,8,141
1598_s_2_neu,9,134
1599_s_2_neu,13,266
159_s_1_neu,32,406
15_s_1_neu,6,194
1600_s_2_neu,7,228
1601_s_2_neu,14,329
1602_s_2_neu,17,363
1603_s_2_neu,14,306
1604_s_2_ang,28,819
1605_s_2_ang,5,209
1606_s_2_ang,38,676
1607_s_2_ang,38,664
1608_s_2_ang,13,204
1609_s_2_ang,30,690
160_s_1_neu,4,173
1610_s_2_ang,52,829
1611_s_2_sad,10,205
1612_s_2_sad,36,780
1613_s_2_sad,12,283
1614_s_2_sad,3,133
1615_s_2_sad,16,386
1616_s_2_sad,6,156
1617_s_2_sad,6,145
1618_s_2_sad,10,197
1619_s_2_sad,10,302
161_s_1_neu,21,585
1620_s_2_sad,14,481
1621_s_2_sad,23,672
1622_s_2_sad,11,417
1623_s_2_sad,20,472
1624_s_2_sad,8,264
1625_s_2_sad,32,806
1626_s_2_sad,25,466
1627_s_2_sad,3,97
1628_s_2_sad,14,207
1629_s_2_sad,31,624
162_s_1_neu,7,182
1630_s_2_sad,22,916
1631_s_2_sad,32,861
1632_s_2_neu,22,814
1633_s_2_sad,18,480
1634_s_2_sad,38,1259
1635_s_2_exc,15,381
1636_s_2_exc,6,189
1637_s_2_exc,12,231
1638_s_2_exc,7,134
1639_s_2_exc,9,175
163_s_1_neu,17,585
1640_s_2_exc,19,386
1641_s_2_exc,19,422
1642_s_2_exc,8,211
1643_s_2_exc,12,348
1644_s_2_exc,41,935
1645_s_2_exc,8,142
1646_s_2_exc,22,379
1647_s_2_exc,11,213
1648_s_2_exc,13,244
1649_s_2_exc,8,199
164_s_1_neu,29,611
1650_s_2_exc,10,258
1651_s_2_exc,20,523
1652_s_2_exc,29,589
1653_s_2_exc,23,530
1654_s_2_exc,12,241
1655_s_2_exc,8,319
1656_s_2_exc,15,327
1657_s_2_exc,24,529
1658_s_2_exc,32,577
1659_s_2_hap,22,755
165_s_1_neu,65,2029
1660_s_2_hap,16,340
1661_s_2_hap,7,89
1662_s_2_hap,6,147
1663_s_2_hap,9,169
1664_s_2_exc,7,136
1665_s_2_hap,17,362
1666_s_2_exc,9,164
1667_s_2_exc,11,148
1668_s_2_exc,25,505
1669_s_2_hap,18,444
166_s_1_neu,11,276
1670_s_2_exc,30,667
1671_s_2_exc,5,130
1672_s_2_hap,35,816
1673_s_2_hap,8,172
1674_s_2_exc,14,394
1675_s_2_hap,5,95
1676_s_2_neu,7,180
1677_s_2_neu,15,312
1678_s_2_neu,16,323
1679_s_2_neu,22,354
167_s_1_neu,4,144
1680_s_2_neu,14,296
1681_s_2_neu,27,672
1682_s_2_neu,26,531
1683_s_2_neu,14,443
1684_s_2_neu,27,658
1685_s_2_sad,6,182
1686_s_2_neu,27,544
1687_s_2_neu,47,1049
1688_s_2_neu,18,359
1689_s_2_neu,31,669
168_s_1_neu,6,145
1690_s_2_neu,24,744
1691_s_2_neu,21,497
1692_s_2_sad,33,550
1693_s_2_ang,11,328
1694_s_2_sad,10,312
1695_s_2_neu,9,123
1696_s_2_neu,22,396
1697_s_2_neu,11,175
1698_s_2_neu,45,1141
1699_s_2_neu,30,608
169_s_1_neu,11,302
16_s_1_neu,4,138
1700_s_2_neu,32,810
1701_s_2_neu,29,738
1702_s_2_neu,41,1322
1703_s_2_neu,12,223
1704_s_2_neu,3,73
1705_s_2_neu,4,123
1706_s_2_neu,47,1114
1707_s_2_neu,15,465
1708_s_2_neu,28,617
1709_s_2_neu,10,184
170_s_1_neu,36,823
1710_s_2_neu,27,619
1711_s_2_neu,6,156
1712_s_2_neu,33,837
1713_s_2_neu,12,335
1714_s_2_neu,7,156
1715_s_2_neu,14,278
1716_s_2_neu,15,294
1717_s_2_neu,31,717
1718_s_2_neu,20,627
1719_s_2_neu,27,609
171_s_1_neu,25,639
1720_s_2_neu,37,850
1721_s_2_neu,6,128
1722_s_2_neu,21,455
1723_s_2_neu,24,502
1724_s_2_neu,15,429
1725_s_2_ang,42,701
1726_s_2_ang,32,681
1727_s_2_ang,23,528
1728_s_2_ang,20,488
1729_s_2_ang,33,553
172_s_1_neu,4,153
1730_s_2_sad,11,409
1731_s_2_sad,11,383
1732_s_2_sad,14,473
1733_s_2_sad,4,154
1734_s_2_sad,5,219
1735_s_2_sad,3,76
1736_s_2_sad,16,518
1737_s_2_sad,11,301
1738_s_2_sad,5,155
1739_s_2_sad,4,187
173_s_1_neu,5,133
1740_s_2_sad,15,466
1741_s_2_sad,9,257
1742_s_2_sad,12,282
1743_s_2_sad,3,199
1744_s_2_sad,7,178
1745_s_2_sad,4,203
1746_s_2_sad,4,201
1747_s_2_sad,8,195
1748_s_2_sad,14,445
1749_s_2_sad,40,1503
174_s_1_neu,6,223
1750_s_2_sad,18,797
1751_s_2_sad,36,1692
1752_s_2_sad,20,935
1753_s_2_sad,39,1294
1754_s_2_sad,20,648
1755_s_2_sad,25,697
1756_s_2_sad,45,1776
1757_s_2_sad,8,373
1758_s_2_sad,16,741
1759_s_2_sad,8,288
175_s_1_neu,30,731
1760_s_2_sad,16,594
1761_s_2_sad,14,474
1762_s_2_sad,12,746
1763_s_2_sad,35,1208
1764_s_2_sad,51,1496
1765_s_2_sad,7,261
1766_s_2_sad,21,969
1767_s_2_sad,7,183
1768_s_2_sad,14,555
1769_s_2_sad,4,207
176_s_1_neu,34,631
1770_s_2_sad,5,291
1771_s_2_exc,12,210
1772_s_2_exc,11,421
1773_s_2_exc,12,242
1774_s_2_exc,15,204
1775_s_2_exc,12,188
1776_s_2_exc,12,228
1777_s_2_exc,43,750
1778_s_2_exc,7,170
1779_s_2_exc,6,140
177_s_1_neu,7,137
1780_s_2_exc,19,370
1781_s_2_exc,8,161
